Timestamp,Concentration (or best guess),Secondary (if applicable),Graduation Year,Prior CS background:,Do you have plans to take any CS courses in the future?,Are you interested in getting a:,Are you interested in pursuing a job with a quantitative focus after graduation?,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",What three words best describe a computer science concentrator at Harvard?,What made you decide to take your first CS course?,What were your impressions of CS students before you took your first class? After?,How accessible was the professor of this class?,How accessible were the teaching fellows of this class?,"Do you think you’ll take another CS class? If so, why? If not, why not?",How good are you at programming compared to others in the CS classes you've taken?,How good are you at CS theory compared to others in the CS classes you've taken?,What CS classes have you taken or are currently taking?,What is your estimated concentration GPA?,How many years have you been programming?,How often do you go to office hours on average for your CS classes?,How often do you think the average CS student goes to office hours?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,How often do you interact with your CS class course staff?,How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS because I am interested in the CS problems I get to think about and solve.,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/job?,"Have you ever been referred to a tech internship or full-time position? If so, how many times?","Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you need more support in CS from:,What three words would you use to describe a computer science concentrator?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What subfield in tech industry would you be interested in working in?,What gender do you identify with,What race(s) do you identify with?,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? "
4/6/2017 14:34:31,Statistics,Economics,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,CS 50 -- joining the cult,Before: Really smart  | After: Really smart and some are arrogant a**holes,2,3,"Yes, I mean I took CS 109 after CS 50 because I'm interested in Data Science. ",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,5,"Many boys are encouraged to engage in building activities / computer programming when they are younger while girls are encouraged to play dress up / hang out with friends outside of online (going to the mall, having brunch dates, etc). Once we all enter college, may males are already advanced in computer science languages, automatically giving them advantages in coursework and discouraging other women from continuing to pursue computer science if the classes are filled with a**hole CS majors that instill a bro culture of designing advanced algorithms while you are struggling to finish the pset. This transfers to the workplace, where the male ego has been built up so much during their time in this bro culture of ""invincibility"" where they feel that they have free reign over females working within their division -- just take the recent Susan Fowler's blog post about her experience at Uber and the many other women engineers and computer programmers explaining their lack of shock because IT IS SO COMMON IN THE INDUSTRY. ","Most of the CS TFs are male, and when you ask them a question, they look at you like you are clueless and not worth their time. Then they leave you with a ""take some more time to think about it"" and you have to end up asking your friend instead. Also I wonder where the female CS professors are at this college ??????? What a mystery it is like they don't exist ?????? -_-"
4/6/2017 14:36:03,Neurobiology,East Asian Studies,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Interested and like CS,"Pretty similar, relatively caught up in themselves. Found that the computer science requirements are probably as difficult as pre-med requirements.",3,3,"Yes -- CS is important, taking the new neurobiology computational track",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"Lack of exposure, little encouragement, being belittled by others, people thinking it's strange that they want to do that/questioning why they have interest in it, people, misattributing success",Made me hesitate to take electives knowing people aren't going to take me seriously and will probably talk over me most of the time
4/6/2017 14:40:43,Physics and Math,,2019,Never taken CS at Harvard,Yes,Neither of the above,Yes,I am considering taking one in the future in order to be better prepared for experimental physics.,At least for certain STEM fields it might be worth looking into making programming a requirement.,"Logical, passionate, dedicated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,"Societal discouragement of girls going into STEM fields, geek culture",I have not taken CS at Harvard
4/6/2017 14:41:57,Bioengineering,GHHP,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Requirement,CS students are nice and hardworking. The course did not change my opinion,1,3,No because CS50 was very frustrating for me and I don't have time in my schedule. ,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,2,Girls don't want to do it because they don't think they will like it or be good at it. ,No imact
4/6/2017 14:42:33,Integrative Biology,Global Health and Health Policy,2019,Never taken CS at Harvard,No,Neither of the above,No,"Yes, but it seems like a huge time commitment and I don't have any prior experience.","Not necessarily, because some people just aren't inclined towards computer science and forcing them to do something that other people value, even though they may not value it, seems kind of unfair. ","techy, smart, computer wiz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,"American Indian or Alaskan Native, Caucasian",4,"Women tend to go into fields that allow them to nurture, and CS isn't necessarily one of those fields.",I wouldn't know personally since I don't do CS but my friends have talked about how unfortunate it is.
4/6/2017 14:56:24,HDRB,,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,popularity of CS50 and all my friends were taking it,Hard working and often good at math,2,2,Unsure. They are very difficult and time consuming. I will take another CS class if it fits in my schedule. ,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"CS might seem intimidating? And in group projects, guys usually avoid working with girls because they think we can't code as well.","In my CS51 section, I was the only girl...it felt empowering but lonely at the same time. "
4/6/2017 14:56:48,Computer Science,,2019,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS20, CS50, CS51, Stat110",3.8,2,3-8 times a semester,3-8 times a semester,3,5,At least once a week,3,no,4,STAT 110,From section/other classes,5,5,"Study abroad in Freiburg, Germany",4,0 - never been referred,no,"Advisors, Mentors","busy, focused, helpful","Graduate School (includes all types - business school, grad school, med school, etc.)",computer science,,Female,Asian,3,"It might just be less likely for women to like computer science than, for instance, applied math or biology. Perhaps they believe it is too time-consuming or that they will be discriminated against, or have had bad experiences with it in the past.","None, really. I can still find pset partners who are male."
4/6/2017 14:58:16,sociology,economics,2019,Never taken CS at Harvard,Yes,Neither of the above,Yes,"yes, the sheer burden of workload is too powerful",yes; because the world is heading in a tech dominated direction,"overworked, nolife, destinedtoberich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,5,gender norm,was told i couldn't do cs in highschool by parents
4/6/2017 15:07:24,Electrical Engineering,,2017,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Required for EE,Many of the students came in with outstanding previous skills and knowledge which would put me in a difficult position.  I still hold that opinion,4,5,"No, do not need anymore",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,4,"Lots of male professors, maybe",Lose the diversity that you come to Harvard looking for
4/6/2017 15:28:51,Computer Science,Economics,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS20, CS50, CS51, CS61, CS121, CS124, CS179",3.7,5,Never,3-8 times a semester,3,4,1-2 times a semester,2,CS50 Teaching Staff,3,No,Usually have known people from before the start of the class.,5,5,Engineering Intern at Doubledutch,4,0 - never been referred,no,"Peers, Advisors, Teaching Staff, Professors",Not really sure,Finance,,,Male,Caucasian,4,Mostly child development things - not enough women get attracted to computers and programming at a younger age.,I don't think I have seriously felt it.
4/6/2017 15:28:57,Social Studies,,2020,Never taken CS at Harvard,No,Neither of the above,No,"I have considered taking CS50 because I feel like it would teach me a very valuable skill, but I literally know nothing about CS. I don't even know what Java is, so I would die in CS. ",I honestly think that it shouldn't even if it would be valuable simply because it's not absolutely necessary. ,"proud, busy, techy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Hispanic or Latino,3,"I think that CS has just generally been a male dominated field, and it's just now starting to change. ",It has not impacted me because I haven't taken a class. 
4/6/2017 15:34:46,ESPP,Italian,2019,Never taken CS at Harvard,Yes,Neither of the above,Yes,C50 seemed culty and extremely time intensive freshman year. Now I feel like I can't go back and take it.,"Unsure, I don't think we're quite at that point yet where you can make the argument that coding knowledge is absolutely necessary to all student, or even a majority of students","money-driven, intense, smart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Caucasian,3,"Obvious gap prior to college. Additionally, CS seems to have a general vibe that is analogous to finance; it's male-dominated, money-oriented, aggressive","meh, I can't say anything meaningful about the impact this CS gender gap has necessarily had on me. "
4/6/2017 15:44:52,Mechanical Engineering,,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Required for my major.,"Before: I thought they were genius geeks. After: Still thought they were geniuses, but less geeky.",2,4,"No, the material didn't come naturally to me and CS 50 was not structured well at all in 2014.",,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Caucasian,4,Women think it's very difficult so they don't want to go into a hard profession/major.,Didn't really matter to me.
4/6/2017 15:45:54,History of Art and Architecture,,2020,Never taken CS at Harvard,No,Neither of the above,No,No. My father works in IT and programming and taught me basic coding as a child. It's cool but I was just never interested in it. Too much computer-staring and complex language.,"No. As someone who has health problems looking at screens for too long, I wouldn't want to be forced into taking a course that requires me to look at screens more than usual.","Tech-saavy, smart, commendable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,5,"Women in general feel like CS is 'supposed' to be male dominated, males in CS often treat women differently/look down upon their suggestions and input","I've heard stories from female friends who say they're treated differently by CS males, but it personally doesn't affect me."
4/6/2017 16:08:22,Molecular and Cellular Biology,,2020,Never taken CS at Harvard,No,Neither of the above,No,"I have because I am interested in life sciences field, and with the latest technological developments, CS is becoming a handier skill to have. I just haven't had the time to take it right now, and I also am unsure of how hard the CS classes here are, even the introductory ones. ","I don't think it should be a requirement because some people just aren't great with computers and I think most high schools require that the basics are covered. However, I do think that most advisors should strongly encourage students to enroll in a computer class. ","techy, CS50, smart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,Asian,4,"I don't think there are a lot of female role models in CS, and just looking around most of the people we see involved with coding or CS are guys. There aren't many opportunities for girls to be involved with CS starting from a young age. Even if we were interested in robotics, at my school at least, pretty much everyone on the team was a boy because robots and boys made sense. I think perception plays a large role in the gap, and by the time we reach college, the divide is already established. ","It isn't my motivating factor not to do CS; however, I feel like maybe I would be more inclined to take CS courses if I knew about many other women involved in CS at a high level. It seems like many of the successful CS people in the world are all men. "
4/6/2017 16:08:43,Computer Science,Statistics,2017,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,4,"CS50, CS51, CS61, CS121, CS124, CS161, CS165, CS181, CS182, Stat110",3.8,4,3-8 times a semester,At least once a week,5,5,At least once a week,4,WiCS,5,No,Outside of class,5,5,Trading at D.E. Shaw,5,2,"Not really, just friends","Advisors, Professors, Mentors",Hardworking motivated interesting,Finance,,,Female,Asian,4,Perceived difficulty of classes,There has been small impact on my personal experience
4/6/2017 16:14:52,Computer Science,Music,2018,"Taken at least one CS class, and intending to concentrate in CS",,,,,,,,,,,,3,3,"CS50, CS51, CS61, CS121, CS124, CS134, CS181, CS182, Stat110",3.75,4,3-8 times a semester,3-8 times a semester,3,3,3-8 times a semester,3,CS50 and CS51 staff,4,No,Yes,4,5,SE at Microsoft,4,0 - never been referred,No,Professors,"Busy, smart, technical","Tech Industry (includes all roles - software, PM, etc.)",,"Web or mobile development (frontend), Web or mobile development (backend), Product Management, Machine Learning / Artificial Intelligence, Image processing / VR",Male,Caucasian,3,"Lack of role models, conditioning from an early age about gender, natural interest","Very little, as I can still interact with women in many other aspects, and the lower number of women who I do meet in CS are certainly not of lower quality"
4/6/2017 16:21:19,Electrical Engineering,Economics,2019,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Course requirement and laying fundamental groundwork for my studies,"Before: weird nerds
After: smart, cool nerds",4,5,Yes - CS61/141,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,"Asian, Caucasian",3,"Few role models, lack of mentors (positive feedback loop from point one), gender norms that push women away from STEM, the current de facto male dominance","I'll make plenty of self-deprecating jokes about it at SEAS, but it does make me a bit sad, even as an EE. My mom holds a BSEE, and I firmly believe the best way to close the pay gap (which is due to women's career choices/promotions/hours worked, not the $0.77 statistic which is incorrectly cited) is to get women into high-paying, high-growth STEM fields like CS. However, if it exists at the collegiate level, it's only going to get worse in the business world, especially when news of tech company culture like Uber's steals the headlines. Granted, EE/CS, to my knowledge, doesn't have even close to a sickeningly fratty culture like gov/econ (even though those fields have better gender balance), but that doesn't mean it can't get better."
4/6/2017 16:31:04,Mathematics,Economics,2018,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,Interesting and useful material,"Hardcore, they get lots of homework, same impression after",2,4,"Yes, it is very useful material in today's world",,,,,,,,,,,,,,,,,,,,,,,,,,,Male,Asian,3,"I think men are more masochistic than women, I think men are more money-driven than women which would make sense in today's culture","minimal, unless you count dating prospects I suppose"
